"","Count","lng","lat","district","town","Predicty4"
"314",2,121.5314518,25.0995263,"士林區","福志里",NA
"315",2,121.5694843,25.0480678,"信義區","雅祥里",0.814240678620366
"316",2,121.533485,25.028302,"大安區","龍安里",1.50223543599947
"317",2,121.5288772,25.1110097,"士林區","蘭雅里",1.3798792580017
"318",2,121.5101441,25.0872802,"士林區","社子里",1.41262728649491
"319",2,121.5273086,25.0970399,"士林區","舊佳里",1.46762207385184
"320",2,121.5094452,25.0869767,"士林區","社子里",0.962249838836475
"321",2,121.5094452,25.0869767,"士林區","社子里",0.586332424623886
"322",2,121.4984252,25.0386422,"萬華區","青山里",NA
"323",2,121.522921,25.052566,"中山區","康樂里",1.21862438157079
"324",2,121.5668269,24.9837395,"文山區","順興里",1.677673683614
"325",2,121.6215523,25.0377337,"南港區","舊莊里",1.44292570413351
"326",2,121.5094452,25.0869767,"士林區","社子里",NA
"327",2,121.5234364,25.0800409,"士林區","明勝里",1.78331798699826
"328",2,121.532497,25.119323,"士林區","天山里",1.4103442294279
"329",2,121.5611227,25.0907733,"內湖區","西康里",1.73294890950447
"330",2,121.5293365,25.1308506,"北投區","永和里",0.37684758710001
"331",2,121.5519952,25.0619784,"松山區","精忠里",1.66409800277838
"332",2,121.5277226,25.1099178,"士林區","蘭雅里",1.46969650575205
"333",2,121.525467,25.118946,"士林區","天玉里",1.52534628858962
"334",2,121.5190847,25.075382,"大同區","重慶里",1.48511628618574
"335",2,121.5047081,25.0406074,"萬華區","新起里",1.71612750958805
"336",2,121.579822,25.0787669,"內湖區","港富里",1.45082021977666
"337",2,121.51755,25.091072,"士林區","後港里",1.49151568290921
"338",2,121.505268,25.043089,"萬華區","西門里",1.19683897883644
"339",2,121.4675265,25.1194053,"北投區","關渡里",NA
"340",2,121.5019894,25.1320893,"北投區","中央里",NA
"341",2,121.5253034,25.0876146,"士林區","仁勇里",0.50566905919606
"342",2,121.5864972,25.0644905,"內湖區","石潭里",1.32049055564657
"343",2,121.5864972,25.0644905,"內湖區","石潭里",1.32049055564657
"344",2,121.5295546,25.1235634,"士林區","天母里",1.52666233415712
"345",2,121.5074855,25.0307405,"中正區","廈安里",1.73105181395129
"346",2,121.5380956,25.0275032,"大安區","龍生里",1.39958474307363
"347",2,121.5706655,25.0518965,"松山區","新東里",1.01553579241021
"348",2,121.5281471,25.1062933,"士林區","忠誠里",1.55183480428052
"349",2,121.573429,25.0444799,"信義區","五全里",1.32551422622883
"350",2,121.525398,25.0975041,"士林區","舊佳里",1.57069769165534
"351",2,121.5102571,25.0290624,"中正區","龍興里",1.26545832157272
"352",2,121.6047562,25.0565795,"南港區","東新里",NA
"353",2,121.5234181,25.1129256,"北投區","榮華里",1.22296896428503
"354",2,121.5037444,25.0887293,"士林區","社新里",1.5393431906655
"355",2,121.5794313,25.0766411,"內湖區","瑞陽里",0.873444654502903
"356",2,121.5094452,25.0869767,"士林區","社子里",1.53907862273094
"357",2,121.4905461,25.027618,"萬華區","和德里",NA
"358",2,121.5867727,25.0619252,"內湖區","石潭里",1.47448187274286
"359",2,121.49216,25.022695,"萬華區","孝德里",1.04889559977539
"360",2,121.507383,25.0429629,"萬華區","西門里",NA
"361",2,121.5424068,25.0304881,"大安區","龍圖里",1.88629484859322
"362",2,121.5424068,25.0304881,"大安區","龍圖里",1.70100711900931
"363",2,121.5354531,25.0508974,"中山區","朱園里",1.5632408343215
"364",2,121.5034543,25.1116574,"北投區","吉慶里",1.41081775994188
"365",2,121.498376,25.140825,"北投區","智仁里",NA
"366",2,121.541725,25.0676169,"中山區","下埤里",1.12852600222855
"367",2,121.529125,25.017675,"中正區","文盛里",1.47934741903001
"368",2,121.562503,25.023874,"信義區","雙和里",1.32365868490233
"369",2,121.5233244,25.0641671,"中山區","恆安里",1.31590821400645
"370",2,121.6173534,25.0360999,"南港區","九如里",2.36373305779911
"371",2,121.6173534,25.0360999,"南港區","九如里",1.55391141116581
"372",2,121.5920806,25.0875384,"內湖區","碧山里",1.17080693835194
"373",2,121.5493906,25.1352538,"士林區","陽明里",1.80457180448737
"374",2,121.528175,25.155476,"北投區","泉源里",1.20162823866106
"375",2,121.575657,25.033595,"信義區","松友里",2.32941072841067
"376",2,121.5080212,25.0294329,"中正區","忠勤里",1.57374407477746
"377",2,121.50441,25.0267459,"萬華區","新和里",1.40841550708102
"378",2,121.5165814,25.0876771,"士林區","福中里",1.21941927217185
"379",2,121.4948395,25.1444443,"北投區","智仁里",2.07862893598942
"380",2,121.5427093,25.0261583,"大安區","龍生里",1.43287287491208
"381",2,121.5841658,25.0413368,"信義區","大道里",1.61090946950484
"382",2,121.5930506,25.0796116,"內湖區","紫星里",1.31303132598666
"383",2,121.5189274,25.1144048,"北投區","裕民里",1.21574404578297
"384",2,121.5813407,25.0778459,"內湖區","瑞陽里",1.41748178623743
"385",2,121.557606,25.078923,"中山區","金泰里",1.48776194917589
"386",2,121.5728026,25.0855357,"內湖區","港華里",NA
"387",2,121.5254024,25.1067744,"士林區","蘭雅里",NA
"388",2,121.5246903,25.0573728,"中山區","中山里",NA
"389",2,121.6205537,25.0716867,"內湖區","樂康里",NA
"390",2,121.5251918,25.0175776,"中正區","林興里",1.42547222013742
"391",2,121.5938753,25.0775274,"內湖區","紫雲里",1.45671052235031
"392",2,121.5938753,25.0775274,"內湖區","紫雲里",NA
